,Kingdom,Phylum,Class,Order,Family,Genus,Species 
OTU296,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,
OTU297,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU298,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU299,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria sclerotioides
OTU300,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU301,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,
OTU302,Viridiplantae,Chlorophyta,,,,,
OTU303,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Drechslera,
OTU304,,,,,,,
OTU305,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU306,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
OTU307,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,
OTU308,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium carneum
OTU309,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena megaspora
OTU310,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Sistotrema,,
OTU311,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,
OTU312,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU313,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
OTU314,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU315,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,Glutinoglossum heptaseptatum
OTU316,Fungi,,,,,,
OTU317,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU318,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,Clavulina cinerea
OTU319,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU320,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,,
OTU321,Fungi,Ascomycota,Leotiomycetes,Helotiales,Microglossum,Microglossum rufescens,
OTU322,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum pygmaeum
OTU323,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,
OTU324,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,,
OTU325,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
OTU326,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
OTU327,Fungi,Entorrhizomycota,Entorrhizomycetes,Entorrhizales,Entorrhizaceae,Entorrhiza,
OTU328,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
OTU329,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea elegans
OTU330,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,
OTU331,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU332,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe chlorophana
OTU333,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU334,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU335,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,
OTU336,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,
OTU337,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU338,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU340,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU341,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica
OTU342,,,,,,,
OTU343,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus fornicatus
OTU344,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
OTU345,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe giacomi
OTU346,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon moniliiforme
OTU347,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta ligniaria
OTU348,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU349,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU350,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU351,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma trixiae
OTU352,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU353,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe favrei
OTU354,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU355,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,
OTU356,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU357,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU358,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Acremonium,,
OTU359,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU360,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU362,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
OTU363,Fungi,,,,,,
OTU364,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,,
OTU365,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,
OTU366,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe ceracea
OTU367,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU368,,,,,,,
OTU369,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Galerina,
OTU370,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Extremaceae,,
OTU371,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe insipida
OTU372,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma conferendum
OTU373,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU374,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
OTU375,,,,,,,
OTU376,Fungi,Ascomycota,Dothideomycetes,Dothideales,,,
OTU377,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU378,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,
OTU379,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,,
OTU380,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,Trichoglossum walteri
OTU381,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU382,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU383,Fungi,,,,,,
OTU384,Fungi,Ascomycota,Leotiomycetes,Helotiales,Acephala,Acephala macrosclerotiorum,
OTU385,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella pseudozygospora
OTU386,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU387,Viridiplantae,Anthophyta,Eudicotyledonae,Apiales,,,
OTU388,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius anomalus
OTU389,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudotricholoma,Pseudotricholoma metapodium
OTU390,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycenella,Mycenella lasiosperma
OTU391,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU392,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU393,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,
OTU394,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU395,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudobaeospora,
OTU396,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU397,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU398,,,,,,,
OTU399,,,,,,,
OTU400,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,
OTU401,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus bovinus
OTU402,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,
OTU403,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena pearsoniana
OTU404,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella tricincta
OTU405,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU406,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU407,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma hiemale
OTU408,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU409,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella cystojenkinii
OTU410,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium catenatum
OTU411,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU412,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus virgineus
OTU413,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sacchariolens
OTU414,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU415,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU416,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU417,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU418,,,,,,,
OTU419,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU420,,,,,,,
OTU421,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe xanthomelas
OTU422,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU423,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU424,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU425,,,,,,,
OTU426,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU427,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU428,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU429,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,
OTU430,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,
OTU431,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU432,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor hiemalis
OTU433,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe quieta
OTU434,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena plumbea
OTU435,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU436,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU437,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU438,,,,,,,
OTU439,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Cephalosporium,
OTU440,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,
OTU441,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
OTU442,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
OTU443,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU444,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU445,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla merismoides
OTU446,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU447,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,
OTU448,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,
OTU449,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
OTU450,,,,,,,
OTU451,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster,
OTU452,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU453,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,Dothiora ribesia
OTU454,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,
OTU455,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU456,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU457,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU458,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
OTU459,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,
OTU460,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU461,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU462,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
OTU463,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
OTU464,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor hiemalis
OTU465,Fungi,,,,,,
OTU466,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella amoeboidea
OTU467,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU468,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
OTU469,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU470,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU471,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria falcata
OTU472,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,
OTU473,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,
OTU474,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leohumicola,,
OTU475,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,
OTU478,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
OTU480,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU481,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU482,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU483,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU484,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,
OTU485,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Sistotrema,Sistotrema oblongisporum,
OTU486,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe rimosa
OTU487,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,
OTU488,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU489,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU490,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,
OTU491,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU492,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Hongkongmyces,
OTU493,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU494,,,,,,,
OTU495,,,,,,,
OTU496,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,Meliniomyces bicolor
OTU497,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU498,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU499,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella parvispora
OTU500,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora subsphaerospora
OTU501,,,,,,,
OTU502,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,,
OTU503,,,,,,,
OTU504,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU505,Viridiplantae,Anthophyta,Eudicotyledonae,Polygalales,,,
OTU506,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
OTU507,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU508,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU509,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU510,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,
OTU511,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU512,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU513,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella zonata
OTU514,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,
OTU515,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,Gliophorus psittacinus
OTU516,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,
OTU517,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,
OTU518,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU519,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina epiphylla
OTU520,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU521,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU522,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Saccharicola,
OTU523,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron rhodogenum
OTU524,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU525,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,
OTU526,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU527,Fungi,Ascomycota,Sordariomycetes,Glomerellales,,,
OTU528,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU529,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,
OTU530,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolaceae,Sphaerobolus,Sphaerobolus stellatus
OTU531,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,
OTU532,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU533,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,
OTU534,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
OTU535,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,,
OTU536,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Byssonectria,Byssonectria terrestris
OTU537,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,,,
OTU538,,,,,,,
OTU539,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU540,Fungi,Basidiomycota,Agaricomycetes,Boletales,,,
OTU541,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU542,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,
OTU544,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea
OTU545,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU546,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU547,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena dura
OTU548,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU549,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
OTU550,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,
OTU551,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU553,Rhodoplantae,Rhodophyta,Florideophyceae,Ceramiales,,,
OTU554,Fungi,,,,,,
OTU555,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,
OTU556,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU557,Fungi,,,,,,
OTU558,,,,,,,
OTU559,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora hymenocystis
OTU560,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU561,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU562,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,
OTU563,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,
OTU564,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU565,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU566,Fungi,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Truncatella,Truncatella angustata
OTU567,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU568,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU569,,,,,,,
OTU570,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU571,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,
OTU572,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
OTU573,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU574,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU575,,,,,,,
OTU576,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU577,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria eureka
OTU578,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sinuatum
OTU579,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
OTU580,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe soluta
OTU581,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
OTU582,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,
OTU583,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,
OTU584,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Rosellinia nectrioides
OTU585,,,,,,,
OTU586,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus hypothejus
OTU587,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU588,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU589,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
OTU590,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU591,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe insipida
OTU592,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon evadens
OTU593,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,
OTU594,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU595,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU596,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU597,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU598,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU599,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU600,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU601,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU602,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU603,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella angusta
OTU604,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU605,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU606,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
OTU607,Fungi,Rozellomycota,,,,,
OTU608,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
